Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,P_restrict,P_marelimit,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,three,,,,3,,1,2,2,1,,,,,,1,2,2,7,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,four,,,,3,,1,5,5,1,,,,,,3,,-2,3,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,five,,,,3,,1,9,10,1,,1,,,,6,1,-2,9,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,five,,,,3,,1,6,3,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,six,1,1,1,3,,1,1,2,1,,,,,,6,1,-2,13,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,six,,,,3,1,,1,3,1,1,1,,,,6,,2,11,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,seven,,1,1,3,,1,1,1,1,,1,,,,6,1,,10,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,seven,,,,3,,1,7,4,1,,1,,,,6,,-2,5,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,eight,,,1,3,,1,1,1,1,,,,,,6,1,,15,
Kyodo News Service Hai 2021,3,3,,,Tokyo,1800,eight,,,,3,,1,8,14,1,,1,,,,1,1,2,7,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,one,,,,3,,1,1,1,1,,1,,1,,6,2,3,8,1
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,two,,1,1,3,,1,4,4,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,three,,,,3,,1,1,1,1,,,,,,6,1,,14,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,four,,,,3,,1,1,1,1,,,,,,7,1,2,8,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,five,,,,3,,1,11,10,1,,1,,1,,6,,2,1,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,six,1,1,1,3,,1,3,1,1,,1,,,,6,1,-2,10,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,seven,,,1,3,,1,1,1,1,,,,,,6,1,-2,16,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,eight,,,,3,,1,1,1,1,,,,,,3,2,-2,11,
Kyodo News Service Hai 2020,3,3,,,Tokyo,1800,eight,,,,3,,1,10,8,1,,,,,,4,,2,5,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,one,1,1,1,3,,1,1,2,1,,,,,,6,1,2,7,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,two,,,,3,,1,7,12,1,,,,,,3,,-2,3,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,three,,,,3,,1,6,8,1,,,,,,3,,-2,3,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,four,,1,1,3,,1,1,2,1,,,,,,1,2,2,7,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,five,,,,3,,1,1,1,1,,,,,,6,1,4,9,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,six,,,1,3,,1,1,1,1,,1,,,,3,2,-2,10,
Kyodo News Service Hai 2019,3,3,,,Tokyo,1800,seven,,,,3,,1,1,5,1,,1,,,,6,,2,3,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,one,,1,1,3,,1,1,1,1,,1,,,,6,1,,14,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,two,,,,3,,1,5,3,1,,1,,,,3,,2,4,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,three,,,,3,,1,1,3,1,,,,,,7,,,3,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,four,,,1,3,,1,10,5,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,five,,,,3,,1,11,8,1,,,,,,3,,-2,3,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,five,1,1,1,3,,1,1,1,1,,,,,,6,,-2,4,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,six,,,,3,,1,10,2,1,,1,,,,6,1,-2,12,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,six,,,,3,,1,7,5,1,,1,,,,6,,,2,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,seven,,,,3,,1,3,8,1,,,,,,1,1,-2,5,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,seven,,,,3,,1,1,4,1,,1,,,,6,1,-2,13,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,eight,,,,3,,1,9,6,1,,1,,,,5,,6,6,
Kyodo News Service Hai 2018,3,3,,,Tokyo,1800,eight,,,,3,,1,1,2,1,,,,,,3,2,-2,10,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,one,1,1,1,3,,1,2,4,1,,,,,,3,1,,11,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,two,,,,3,,1,5,6,1,,1,,,,6,,,2,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,three,,,,3,,1,2,4,1,,1,,,,3,,2,4,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,four,,,1,3,,1,3,1,1,,1,,,,3,1,,11,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,five,,,,3,,1,2,1,1,,,,,,6,,-2,4,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,six,,,,3,,1,5,5,1,,1,,,,6,,-6,1,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,six,,,,3,1,,7,10,1,,,,,,2,,-2,6,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,seven,,1,1,3,,1,2,7,1,,,,,,6,,,1,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,seven,,,,3,,1,1,3,1,,1,,,,7,,-2,2,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,eight,,,,3,,1,5,8,1,,,,,,3,,-2,3,
Kyodo News Service Hai 2017,3,3,,,Tokyo,1800,eight,,,,3,,1,8,5,1,,,,1,,3,,2,3,1
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,one,,,,3,,1,1,4,1,,,,,,3,2,,11,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,two,,,,3,,1,2,5,1,,1,,,,3,1,-2,10,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,three,,,,3,,1,1,2,1,,1,,,,7,,2,1,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,four,1,1,1,3,,1,1,1,1,,,,,,7,1,-2,6,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,five,,,,3,,1,7,12,1,,1,,,,6,,,2,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,six,,,1,3,,1,3,2,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,seven,,,,3,1,,1,7,1,1,1,,,,6,,2,15,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,,,,,7,,-2,4,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,eight,,1,1,3,,1,9,5,1,,1,,,,1,1,2,7,
Kyodo News Service Hai 2016,3,3,,,Tokyo,1800,eight,,,,3,,1,1,3,1,,1,,,,2,2,-2,6,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,one,1,1,1,3,,1,1,1,1,,,,,,6,1,,6,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,two,,,,3,,1,10,3,1,,1,,,,2,1,-2,6,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,three,,,,3,,1,2,1,1,,,,,,3,1,,11,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,four,,,,3,,1,11,4,1,,,,,,3,2,,22,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,five,,,,3,,1,6,2,1,,1,,,,6,1,-2,9,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,five,,,,3,,1,4,4,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,six,,,,3,,1,11,10,1,,1,,,,6,,,2,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,six,,1,1,3,,1,1,1,1,,,,,,6,,,1,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,seven,,,,3,,1,1,2,1,,,,,,7,,-4,4,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,seven,,,1,3,,1,1,1,1,,1,,,,6,1,2,6,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,eight,,,,3,,1,9,1,1,,1,,,,2,2,-2,6,
Kyodo News Service Hai 2015,3,3,,,Tokyo,1800,eight,,,,3,,1,13,9,1,,1,,,,3,,-2,3,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,one,,,,3,,1,2,4,1,,1,,,,6,,-2,6,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,two,,1,1,3,,1,2,1,1,,1,,,,5,1,-2,8,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,three,,,,3,,1,12,12,1,,1,,,,6,,-2,6,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,three,,,,3,,1,2,4,1,,1,,,,6,,2,4,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,four,,,1,3,,1,3,1,1,,1,,,,3,1,-2,8,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,four,,,,3,,1,6,7,1,,,,,,1,1,2,9,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,five,1,1,1,3,,1,1,2,1,,,,,,3,2,,13,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,five,,,,3,,1,8,11,1,,1,,,,5,1,-2,8,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,six,,,,3,,1,1,8,1,,,,,,6,,2,1,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,six,,,,3,1,,1,3,1,,1,,,,7,,-2,10,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,seven,,,,3,,1,4,7,1,,1,,,,3,,-2,4,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,seven,,,,3,,1,7,9,1,,,,,,3,1,-2,8,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,eight,,,,3,,1,6,1,1,,1,,1,,6,,,5,
Kyodo News Service Hai 2014,3,3,,,Tokyo,1800,eight,,,,3,,1,3,1,1,,1,,,,6,,-2,6,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,one,,,,3,,1,6,3,1,,,,,,3,1,-2,6,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,two,,,,3,,1,1,1,1,,,,,,6,,-2,4,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,three,,,,3,,1,8,10,1,,1,,,,3,,2,4,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,four,,,1,3,,1,8,6,1,,,,,,3,,-2,2,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,five,,,,3,,1,5,2,1,,1,,,,3,,-2,2,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,six,,,,3,,1,7,5,1,,1,,,,6,,-2,4,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,seven,,1,1,3,,1,3,3,1,,1,,,,1,1,2,7,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,seven,1,1,1,3,,1,3,4,1,,1,,,,5,,-2,2,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,eight,,,,3,,1,4,8,1,,,,,,3,,-2,2,
Kyodo News Service Hai 2013,3,3,,,Tokyo,1800,eight,,,,3,,1,3,9,1,,1,,,,3,,-2,2,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,one,,,,3,,1,1,7,1,,,,1,,7,,,3,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,two,,1,1,3,,1,1,1,1,,,,,,3,2,,11,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,three,1,1,1,3,,1,2,3,1,,1,,,,3,2,-2,6,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,four,,,,3,,1,3,1,1,,1,,,,6,,-2,1,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,five,,,,3,,1,6,11,1,,1,,,,6,,-2,4,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,six,,,,3,,1,11,8,1,,1,,,,6,,-2,4,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,six,,,,3,,1,1,1,1,,,,,,7,1,-2,8,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,seven,,,1,3,,1,2,4,1,,,,,,6,,-2,1,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,seven,,,,3,,1,1,6,1,,1,,,,6,1,-2,9,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,eight,,,,3,,1,5,2,1,,,,,,5,,2,4,
Kyodo News Service Hai 2012,3,3,,,Tokyo,1800,eight,,,,3,,1,2,2,1,,,,,,6,,,2,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,one,,,,3,,1,1,8,1,,1,,,,7,,,1,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,two,1,1,1,3,,1,2,2,1,,,,,,5,,-2,6,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,three,,,,3,,1,13,12,1,,,,,,1,1,2,7,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,four,,,,3,,1,7,2,1,,,,1,,5,2,2,4,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,four,,,,3,,1,1,1,1,,1,,,,6,1,2,6,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,five,,1,1,3,,1,2,3,1,,1,,,,5,,-2,2,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,five,,,,3,,1,4,3,1,,1,,,,6,,,2,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,six,,,,3,,1,1,11,1,,,,,,6,,2,3,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,six,,,,3,,1,1,3,1,,,,1,,1,2,2,8,1
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,seven,,,,3,,1,8,8,1,,,,,,1,2,2,7,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,seven,,,,3,,1,1,4,1,,,,,,3,2,-2,6,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,eight,,,,3,,1,1,4,1,,1,,,,5,1,-2,6,
Kyodo News Service Hai 2011,3,3,,,Tokyo,1800,eight,,,1,3,,1,10,1,1,,1,,,,5,,-2,6,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,one,,,,3,,1,8,12,1,,,,,,5,,2,4,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,two,,,,3,,1,5,2,1,,,,1,,5,2,2,13,1
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,three,,1,1,3,,1,3,7,1,,1,,,,3,1,-2,5,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,four,,,,3,,1,2,1,1,,1,,,,6,,-2,3,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,four,,,1,3,,1,1,1,1,,,,,,5,1,-2,5,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,five,1,1,1,3,,1,1,1,1,,1,,,,5,,2,4,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,five,,,,3,,1,1,2,1,,1,,,,7,2,2,23,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,six,,,,3,,1,1,3,1,,1,,,,6,,,3,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,six,,,,3,,1,5,9,1,,,,,,3,,-2,2,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,1,,1,,7,1,,7,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,1,,1,,6,1,8,13,1
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,eight,,,,3,,1,13,3,1,,1,,,,5,,2,4,
Kyodo News Service Hai 2010,3,3,,,Tokyo,1800,eight,,,,3,,1,1,1,1,,1,,,,7,,2,3,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,one,,,,3,,1,8,1,1,,1,,1,,6,,,3,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,two,,,,3,,1,6,7,1,,1,,,,6,,-2,4,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,two,,1,1,3,,1,1,1,1,,1,,,,5,,-2,5,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,three,,,,3,,1,8,7,1,,1,,1,,6,1,,7,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,three,1,1,1,3,,1,3,1,1,,,,,,1,1,2,6,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,four,,,,3,,1,7,4,1,,1,,,,1,2,2,6,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,four,,,,3,,1,2,4,1,,1,,,,5,1,,7,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,five,,,,3,,1,1,2,1,,1,,,,7,2,,19,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,five,,,1,3,,1,3,10,1,,1,,,,3,,2,3,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,six,,,,3,,1,5,1,1,,1,,,,6,,,1,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,seven,,,,3,,1,4,1,1,,1,,,,6,,-2,4,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,,,,,7,,-2,2,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,eight,,,,3,,1,4,4,1,,,,,,3,1,-2,5,
Kyodo News Service Hai 2009,3,3,,,Tokyo,1800,eight,,,,3,,1,1,1,1,,,,,,5,1,2,17,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,one,,1,1,3,,1,4,3,1,,1,,,,3,,2,3,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,one,,,,3,,1,1,1,1,,1,,1,,6,,3,1,1
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,two,,,,3,,1,9,15,1,,,,,,3,,-2,2,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,two,,,,3,,1,6,13,1,,1,,,,3,,-2,2,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,three,,,1,3,,1,5,4,1,,1,,,,6,,,,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,three,,,,3,,1,13,10,1,,,,,,3,,-2,2,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,four,,,,3,,1,12,13,1,,1,,,,6,1,,12,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,four,,,,3,,1,1,5,1,,,,1,,1,2,2,7,1
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,five,,,,3,,1,7,5,1,,,,,,5,2,4,25,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,five,,,,3,,1,2,1,1,,,,,,3,1,-2,6,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,six,1,1,1,3,,1,1,4,1,,,,,,6,,,1,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,six,,,,3,,1,1,5,1,,,,,,5,,2,4,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,,,,,6,,-2,2,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,seven,,,,3,,1,1,1,1,,,,,,6,1,2,7,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,eight,,,,3,,1,1,4,1,,,,,,3,2,-2,6,
Kyodo News Service Hai 2008,3,3,,,Tokyo,1800,eight,,,,3,,1,1,6,1,,,,,,5,1,,7,
Kyoto Kinen 2023,2,,,,Kyoto,2200,one,,1,1,4,,1,5,3,,,1,,,,3,-1.5,2,4,
Kyoto Kinen 2023,2,,,,Kyoto,2200,two,,,,7,,1,13,16,,,1,,,,1,,-3,6,
Kyoto Kinen 2023,2,,,,Kyoto,2200,three,,,,6,1,,6,15,,,,,,,1,,-3,6,
Kyoto Kinen 2023,2,,,,Kyoto,2200,four,,,,8,,,9,12,,,,,,,2,,,3,
Kyoto Kinen 2023,2,,,,Kyoto,2200,four,,,,6,,1,2,10,,,1,,,,2,2,,3,
Kyoto Kinen 2023,2,,,,Kyoto,2200,five,,,,7,,1,16,15,,,1,,,,1,,-2,10,
Kyoto Kinen 2023,2,,,,Kyoto,2200,five,,,,8,,1,15,15,,,1,,,,2,1,-3,13,
Kyoto Kinen 2023,2,,,,Kyoto,2200,six,,,1,4,,1,3,4,,,1,,,,2,1,,3,
Kyoto Kinen 2023,2,,,,Kyoto,2200,six,,,,4,,1,1,5,,,1,,,,3,,2,8,
Kyoto Kinen 2023,2,,,,Kyoto,2200,seven,,,,5,,1,5,5,,,,,,,1,1,-3,6,
Kyoto Kinen 2023,2,,,,Kyoto,2200,seven,,,,4,,1,1,2,,,,,,,6,1,-2,11,
Kyoto Kinen 2023,2,,,,Kyoto,2200,eight,1,1,1,4,,1,19,3,,,,,,,1,1.5,-2,18,1
Kyoto Kinen 2023,2,,,,Kyoto,2200,eight,,,,7,,1,11,13,,,1,,,,3,1,2,4,
Kyoto Kinen 2022,2,,,,Hanshin,2200,one,,1,1,6,,1,4,9,,,1,,,,3,,2,5,
Kyoto Kinen 2022,2,,,,Hanshin,2200,two,,,,4,1,,2,3,,1,,,,,3,,2,3,
Kyoto Kinen 2022,2,,,,Hanshin,2200,three,,,,5,,1,9,9,,,1,,,,2,,,2,
Kyoto Kinen 2022,2,,,,Hanshin,2200,four,,,,7,,1,1,4,,,,,,,3,,2,5,
Kyoto Kinen 2022,2,,,,Hanshin,2200,four,,,1,7,,1,4,10,,,,,,,1,-1,-2,10,
Kyoto Kinen 2022,2,,,,Hanshin,2200,five,,,,4,1,,6,5,,,,,,,1,1,-2,10,
Kyoto Kinen 2022,2,,,,Hanshin,2200,five,,,,7,,1,10,6,,,1,,,,2,1,,3,
Kyoto Kinen 2022,2,,,,Hanshin,2200,six,,,,4,,1,13,3,,,,,,,3,-1,2,8,
Kyoto Kinen 2022,2,,,,Hanshin,2200,six,,,,4,1,,4,2,,,,,,,3,,2,9,
Kyoto Kinen 2022,2,,,,Hanshin,2200,seven,,,,4,,1,13,1,1,,1,,,,1,-1,-8,15,
Kyoto Kinen 2022,2,,,,Hanshin,2200,seven,1,1,1,7,,,5,12,,,,,,,2,1,,3,
Kyoto Kinen 2022,2,,,,Hanshin,2200,eight,,,,9,,1,14,12,,,1,,,,1,,-2,10,
Kyoto Kinen 2022,2,,,,Hanshin,2200,eight,,,,5,,1,5,4,,,,,,,5,2,-8,5,
Kyoto Kinen 2021,2,,,,Hanshin,2200,one,,,,6,,1,13,14,,,1,,,,1,-2,-10,40,
Kyoto Kinen 2021,2,,,,Hanshin,2200,two,,1,1,6,,1,4,4,,,1,,,,2,,,2,
Kyoto Kinen 2021,2,,,,Hanshin,2200,three,,,,7,,,12,11,,,1,,,,2,,,2,
Kyoto Kinen 2021,2,,,,Hanshin,2200,four,1,1,1,5,1,,10,6,,,1,,,,1,-1,-3,6,
Kyoto Kinen 2021,2,,,,Hanshin,2200,five,,,,5,,1,1,2,,,1,,,,6,-1,,8,
Kyoto Kinen 2021,2,,,,Hanshin,2200,six,,,,6,,1,13,7,,,1,,1,,5,-3,4,4,
Kyoto Kinen 2021,2,,,,Hanshin,2200,six,,,,6,,1,13,7,,,1,,,,1,-1,,32,
Kyoto Kinen 2021,2,,,,Hanshin,2200,seven,,,,5,,1,5,7,,,1,,,,2,,,2,
Kyoto Kinen 2021,2,,,,Hanshin,2200,seven,,,1,7,,,7,5,,,,,,,2,,-2,17,
Kyoto Kinen 2021,2,,,,Hanshin,2200,eight,,,,6,,1,7,9,,,1,,,,1,-2,2,14,
Kyoto Kinen 2021,2,,,,Hanshin,2200,eight,,,,5,,1,13,5,,,1,,,,2,,-3,13,
Kyoto Kinen 2020,2,,,,Kyoto,2200,one,,1,1,4,1,,2,5,,,,,,,1,,-2,11,
Kyoto Kinen 2020,2,,,,Kyoto,2200,two,,,,6,,1,5,10,,,,,,,2,1,-2,3,
Kyoto Kinen 2020,2,,,,Kyoto,2200,four,,,,6,,1,7,12,,,1,,,,4,1,2,12,
Kyoto Kinen 2020,2,,,,Kyoto,2200,five,,,1,5,,1,2,5,,,1,,,,2,,,2,
Kyoto Kinen 2020,2,,,,Kyoto,2200,six,,,,6,1,,2,5,,1,1,,,,3,1,2,3,
Kyoto Kinen 2020,2,,,,Kyoto,2200,seven,1,1,1,4,1,,5,2,,1,,,,,1,,,13,
Kyoto Kinen 2020,2,,,,Kyoto,2200,seven,,,,7,,,16,15,,,,,,,1,-1,2,15,
Kyoto Kinen 2020,2,,,,Kyoto,2200,eight,,,,7,,1,4,10,,,1,,,,3,,2,5,
Kyoto Kinen 2020,2,,,,Kyoto,2200,eight,,,,7,,1,13,12,,,1,,,,5,-3,4,32,
Kyoto Kinen 2019,2,,,,Kyoto,2200,one,,,,6,,,5,5,,,1,,,,5,,4,7,
Kyoto Kinen 2019,2,,,,Kyoto,2200,two,,,,6,,1,4,9,,,,,,,2,,-2,3,
Kyoto Kinen 2019,2,,,,Kyoto,2200,three,,,,9,,1,11,11,,,1,,,,2,,,2,
Kyoto Kinen 2019,2,,,,Kyoto,2200,four,,,,7,,1,7,15,,,1,,,,2,1,-2,3,
Kyoto Kinen 2019,2,,,,Kyoto,2200,five,,,,7,,1,10,12,,,1,,,,3,,2,4,
Kyoto Kinen 2019,2,,,,Kyoto,2200,five,,,,7,,1,8,16,,,1,,,,2,,-2,3,
Kyoto Kinen 2019,2,,,,Kyoto,2200,six,,,,7,,1,14,7,,,1,,,,1,,-3,6,
Kyoto Kinen 2019,2,,,,Kyoto,2200,six,1,1,1,5,,1,6,3,,,1,,,,2,-1,,2,
Kyoto Kinen 2019,2,,,,Kyoto,2200,seven,,,,6,,1,13,6,,,1,,,,2,,,71,
Kyoto Kinen 2019,2,,,,Kyoto,2200,seven,,1,1,4,,1,2,7,,,,,,,3,,2,4,
Kyoto Kinen 2019,2,,,,Kyoto,2200,eight,,,,4,,1,5,2,,,,,,,3,-1,2,4,
Kyoto Kinen 2019,2,,,,Kyoto,2200,eight,,,1,6,,1,10,12,,,,,,,1,,-3,6,
Kyoto Kinen 2018,2,,,,Kyoto,2200,one,,,,6,1,,9,8,,,,,,,3,,2,9,
Kyoto Kinen 2018,2,,,,Kyoto,2200,two,,,,6,,1,8,14,,,1,,,,3,,2,4,
Kyoto Kinen 2018,2,,,,Kyoto,2200,three,,,,4,1,,12,4,,1,1,,,,1,,,12,
Kyoto Kinen 2018,2,,,,Kyoto,2200,four,1,1,1,4,,1,2,10,1,,,,,,1,-2,-8,15,
Kyoto Kinen 2018,2,,,,Kyoto,2200,five,,,,4,1,,1,5,,1,,,,,1,,,12,
Kyoto Kinen 2018,2,,,,Kyoto,2200,six,,,1,4,,1,2,2,,,1,,,,1,2,-2,10,
Kyoto Kinen 2018,2,,,,Kyoto,2200,seven,,,,5,1,,2,9,,1,1,,,,1,-2,,12,
Kyoto Kinen 2018,2,,,,Kyoto,2200,seven,,,,8,,1,9,11,,,,,,,2,4,-2,3,
Kyoto Kinen 2018,2,,,,Kyoto,2200,eight,,,,5,,1,4,2,,,1,,,,2,-1.5,-2,3,
